id,Y1,Y2
1,0.05981254,0.13818684
2,-0.018411413,-0.10540719
3,-0.02132003,-0.29639325
4,-0.5425036,-0.20972748
5,-0.1283212,-0.19811177
6,0.2773273,-0.19357526
7,0.4036427,0.38209626
8,-0.294547,-0.025296537
9,-0.07234106,-0.14154045
10,-0.17435963,-0.4316738
11,-0.6262427,-0.64778584
12,0.5110265,-0.2188361
13,-0.2604475,-0.29599112
14,-0.42935115,-0.48555246
15,-0.83002716,-0.7270693
16,0.16653553,-0.03975746
17,-0.0019450411,0.13428709
18,0.15346083,0.28995648
19,-0.21817459,-0.33035636
20,-0.2834617,-0.38689733
21,0.14806277,0.090087265
22,-0.34851518,0.13884178
23,-0.4656157,-0.37858543
24,0.16578281,-0.15122509
25,-0.16330963,0.31893092
26,-0.6439874,0.4244323
27,-1.1373574,-0.24979979
28,-0.5293498,-0.5301775
29,-1.2440249,-0.73324955
30,-0.11994946,0.5782513
31,-0.4583708,0.52016735
32,-1.0436984,-0.32231984
33,0.020136405,0.1411547
34,-0.259075,0.44572353
35,-0.91500354,0.21725205
36,-0.0016863272,0.88267475
37,0.0037004352,0.035399258
38,0.0940119,0.021716507
39,-0.24436143,-0.1480358
40,0.17589584,0.27352986
41,-0.26502073,-0.24032262
42,-0.11946558,-0.29080975
43,0.16321273,-0.015658258
44,-0.2432836,-0.31131288
45,-0.71823245,-0.986826
46,-0.3951935,-0.6589252
47,0.0702617,-0.012992112
48,-0.09806917,-0.052432448
49,-0.26608044,-0.20860271
50,-0.37217122,-0.5943811
51,0.050685443,-0.19707483
52,-0.26341426,-0.5583203
53,-0.0291306,-0.09122792
54,-0.2668268,-0.44530305
55,0.15633519,0.0013043005
56,-0.13449144,0.08952126
57,-0.25256371,-0.2500184
58,-0.33787966,-0.587879
59,0.15418181,-0.014058052
60,-0.2816459,-0.5909649
61,-0.15856504,-0.23624584
62,-0.28714177,-0.6152459
63,-0.41783845,-0.97055155
64,-0.30236202,-1.0370127
65,-0.090036005,-0.5813466
66,-0.024130195,-0.2784637
67,0.0005462244,-0.12857014
68,-0.3481077,-0.59059435
69,-0.1497094,-0.6432116
70,-0.33329132,-1.0966719
71,-0.097449556,-0.8269101
72,0.08433401,-0.30505046
73,-0.025866121,-0.44955823
74,-0.0012215413,-0.484637
75,-0.012890089,-0.49618897
76,0.16785017,-0.21097618
77,-0.44626468,-0.56394553
78,-0.105190404,-0.46585935
79,-9.2975795e-05,-0.31363013
80,-0.2152563,-0.4962547
81,-0.18061712,-0.36936525
82,-0.078911446,-0.12586212
83,-0.062571086,-0.24467736
84,-0.2278417,-0.47901753
85,-0.11199278,-0.4748805
86,-0.07695804,-0.28286734
87,-0.12481566,-0.5971489
88,-0.13565177,-0.42740822
89,-0.04862281,-0.35699502
90,-0.15236549,-0.3609007
91,-0.059132054,-0.2923881
92,-0.08961182,-0.16536178
93,-0.3235619,-0.5866033
94,-0.19204056,-0.804689
95,0.12570032,-0.719035
96,0.028891109,-0.4579945
97,-0.034464918,-0.1728892
98,-0.22352298,-0.28300643
99,-0.627639,-0.58155185
100,-0.32401156,-0.48116717
101,-0.06554646,-0.34507772
102,-0.14862151,-0.22232376
103,0.3317698,0.20981082
104,-0.3791589,0.62025183
105,-1.0214093,-0.004407523
106,-0.41888306,0.37157148
107,-1.1245074,-0.28421977
108,-0.9339984,-0.21897748
109,0.032254294,0.15050492
110,0.12048629,0.06552221
111,0.10884273,-0.2778658
112,0.41052592,-0.30942142
113,-0.64872324,-0.5761377
114,-0.1373222,-0.18733361
115,-0.621264,0.2616603
116,0.0015969016,-0.007009132
117,-0.09791672,-0.10474272
118,0.223761,-0.005060641
119,0.2858206,0.029601814
120,-0.2537912,-0.19884281
121,-0.4606275,-0.47515202
122,-0.08602387,0.08271873
123,-0.0813592,0.03022975
124,-0.040410154,0.31091028
125,0.009921834,0.520333
126,0.1681462,0.2010383
127,-1.3831466,-0.6658676
128,-1.2282132,0.25846797
129,-0.31183982,0.33777502
130,-0.83227915,0.25440818
131,-0.5234021,0.5033307
132,-0.56687564,0.28308603
133,-0.4763636,0.43206164
134,-0.28295177,0.090696394
135,-0.3423738,-0.18131208
136,0.21315989,-0.20144095
137,0.3233853,-0.142533
138,0.42564327,-0.29206756
139,-0.034244448,-0.26452035
140,-0.12929821,-0.093253285
141,-0.0526478,-0.2971228
142,0.05472985,-0.25792563
143,-0.13759926,-0.5991325
144,-0.01901982,-0.20464726
145,0.04751131,-0.060184017
146,-0.19573799,-0.30195588
147,-0.20145154,-0.14777629
148,-0.306178,-0.52647525
149,-0.028780807,-0.19660977
150,-0.065922886,-0.084184125
151,-0.107876495,-0.42382362
152,-0.2823987,-0.8011554
153,0.006525621,-0.4633008
154,-0.00083605945,-0.14391212
155,-0.18801296,-0.32022056
156,-0.3227354,-0.6501968
157,-0.22285235,-0.5211881
158,-0.28426737,-0.8086006
159,0.030485075,-0.40872505
160,-0.0085921995,-0.31539473
161,-0.15100914,-0.35736337
162,-0.21618466,-0.47844735
163,-0.23933132,-0.6200866
164,0.2162462,-0.123737425
165,-0.11971161,-0.31734788
166,-0.15237582,-0.41925102
167,-0.19873476,-0.4956527
168,-0.06559399,-0.47796038
169,-0.0070826598,-0.025541542
170,-0.3538468,-0.31090906
171,-0.15180743,-0.6284216
172,-0.031583074,-0.30407193
173,0.23115516,-0.20103222
174,-0.15168603,-0.54879004
175,-0.70694864,-1.1057025
176,0.08583851,-0.42694917
177,-0.0062212944,-0.4484888
178,-0.13240838,-0.22417185
179,0.14484406,-0.09526664
180,-0.16508126,-0.4102087
181,-0.040991135,-0.45588353
