,id,Y1,Y2
0,1,0.2530793845653534,-0.21381239593029022
1,2,-0.13792036473751068,-0.24357618391513824
2,3,-0.1542372852563858,-0.17384500801563263
3,4,-0.25646331906318665,-0.09737950563430786
4,5,-0.5599638223648071,-0.10724832862615585
5,6,0.17205844819545746,-0.11651382595300674
6,7,0.6697025299072266,-0.0637955293059349
7,8,-0.13339126110076904,-0.21100205183029175
8,9,-0.44649940729141235,-0.12001093477010727
9,10,-0.6755856871604919,-0.16203472018241882
10,11,-0.716632604598999,0.11828522384166718
11,12,0.0388982854783535,-0.16240012645721436
12,13,-0.41181689500808716,-0.06793773919343948
13,14,-0.13682904839515686,-0.13872526586055756
14,15,-0.12509779632091522,-0.12208836525678635
15,16,0.8085894584655762,-0.13503164052963257
16,17,0.5174746513366699,-0.1709488034248352
17,18,0.6410324573516846,-0.0772337019443512
18,19,-0.31084030866622925,-0.206518292427063
19,20,-0.48456448316574097,-0.1545858085155487
20,21,0.44380658864974976,-0.15724489092826843
21,22,0.47317132353782654,-0.09273364394903183
22,23,-0.5142818093299866,-0.19845733046531677
23,24,0.4147750437259674,-0.25533831119537354
24,25,0.7650690674781799,0.01570655032992363
25,26,0.7240779399871826,0.4770369827747345
26,27,-0.4166020154953003,0.09874468296766281
27,28,-0.2595125138759613,-0.13919195532798767
28,29,-1.7254002094268799,0.5842547416687012
29,30,1.408477544784546,0.4506443738937378
30,31,1.8743342161178589,0.3176721930503845
31,32,-0.9171172380447388,0.2133653163909912
32,33,0.8980852365493774,0.23343831300735474
33,34,0.6773048043251038,0.0731043815612793
34,35,-0.17028531432151794,0.04685056209564209
35,36,0.5117395520210266,-0.02478674240410328
36,37,-0.31848013401031494,-0.11996832489967346
37,38,-0.2248527556657791,-0.1807456910610199
38,39,-0.2794904112815857,-0.15387509763240814
39,40,0.7098415493965149,-0.20800690352916718
40,41,-0.46051621437072754,-0.1947183609008789
41,42,-0.2703981101512909,-0.1807134747505188
42,43,0.5237417817115784,-0.22639623284339905
43,44,-0.3229449689388275,-0.13023941218852997
44,45,-1.398422360420227,0.12835225462913513
45,46,0.01610722579061985,-0.07624984532594681
46,47,0.8515424728393555,-0.11077852547168732
47,48,0.4246767461299896,-0.18146412074565887
48,49,0.25633320212364197,-0.17632561922073364
49,50,-0.24585889279842377,-0.199625626206398
50,51,0.20680730044841766,-0.2486201673746109
51,52,-0.7593189477920532,-0.18302449584007263
52,53,-0.1868797093629837,-0.2760540544986725
53,54,-0.7297659516334534,-0.06278310716152191
54,55,0.4280294179916382,-0.24587935209274292
55,56,0.26804909110069275,-0.2773686945438385
56,57,-0.10783857107162476,-0.3227479159832001
57,58,-0.7206416130065918,-0.1686476171016693
58,59,0.48965293169021606,-0.2704724073410034
59,60,-0.12729965150356293,-0.30937549471855164
60,61,0.09220903366804123,-0.2827606499195099
61,62,-0.2192571759223938,-0.3011525869369507
62,63,-0.43356552720069885,-0.16033920645713806
63,64,-0.1603538990020752,-0.2209867537021637
64,65,0.02445911429822445,-0.2863527238368988
65,66,0.2271648347377777,-0.29544466733932495
66,67,0.3263813853263855,-0.1977931410074234
67,68,-0.4540505111217499,-0.1811990737915039
