id,Y1,Y2,id
1,0.4294497,-0.10024215,2.0
2,-0.3935766,-0.3197459,3.0
3,-0.45122004,-0.041463792,4.0
4,-0.725533,0.3184471,5.0
5,-1.262795,0.5009151,6.0
6,0.25651997,0.59495914,7.0
7,1.3295692,0.64983696,8.0
8,-0.24722633,0.1234864,9.0
9,-0.9266388,0.24300694,10.0
10,-1.3718209,0.31226072,11.0
11,-1.4275062,1.0359161,12.0
12,0.0067323428,0.43122223,13.0
13,-0.8524377,0.5707946,14.0
14,-0.44943154,0.32254356,15.0
15,-0.36152238,0.34934923,16.0
16,1.3962433,0.33360484,17.0
17,1.0026035,0.40287757,18.0
18,1.0012622,0.6693952,19.0
19,-0.8319339,0.3514205,20.0
20,-1.1288407,0.5830781,21.0
21,0.6775084,0.55382574,22.0
22,0.736852,0.65248597,23.0
23,-1.1413194,0.20452923,24.0
24,0.77769214,0.22355664,25.0
25,2.028822,1.5632749,26.0
26,2.0121546,2.948329,27.0
27,-0.7443005,1.5692872,28.0
28,-0.96177757,0.82770634,29.0
29,-3.3561969,2.4365022,30.0
30,3.110847,2.880337,31.0
31,3.747881,2.767111,32.0
32,-1.6450919,2.1473897,33.0
33,1.5499667,2.418052,34.0
34,1.3019812,1.9482392,35.0
35,-0.30313942,1.5923481,36.0
36,0.8614453,1.125598,37.0
37,-0.7031344,0.47746214,38.0
38,-0.58942556,0.22862816,39.0
39,-0.53130573,0.21085998,40.0
40,1.2506806,0.060287602,41.0
41,-0.86069494,-0.040209293,42.0
42,-0.5605066,0.08170688,43.0
43,1.0124024,0.028611729,44.0
44,-0.8297006,0.28908613,45.0
45,-2.9974227,1.1449881,46.0
46,-0.08452741,0.8092917,47.0
47,1.7237397,0.6498837,48.0
48,0.90194345,0.51508796,49.0
49,0.34150112,0.48591128,50.0
50,-0.7062234,0.24376383,51.0
51,0.041837633,0.037347063,52.0
52,-1.6291552,0.060134143,53.0
53,-0.7155577,0.012398405,54.0
54,-1.4365218,0.54246134,55.0
55,0.7735692,0.11884821,56.0
56,0.4574227,-0.038064584,57.0
57,-0.4623423,-0.22740197,58.0
58,-1.5627905,0.02365267,59.0
59,0.6470105,-0.1917349,60.0
60,-0.281436,-0.36693326,61.0
61,0.08651036,-0.33058667,62.0
62,-0.60035604,-0.38145614,63.0
63,-1.2748225,-0.03759773,64.0
64,-0.8158319,-0.21429592,65.0
65,0.08381333,-0.64527214,66.0
66,0.4587963,-0.62826866,67.0
67,0.5625221,-0.22759384,68.0
68,-1.0159075,-0.22114179,69.0
69,0.20377074,-0.3201839,70.0
70,-0.10060957,-0.18819806,71.0
71,0.10439757,-0.07188026,72.0
