id,Y1,Y2
1,0.36914223,-0.40126958
2,-0.24782994,-0.48165104
3,-0.2528187,-0.35078582
4,-0.33052802,-0.20030013
5,-0.889058,-0.09584814
6,0.3425039,-0.12037894
7,1.1331635,-0.1520333
8,-0.153853,-0.45306733
9,-0.63718116,-0.32506236
10,-0.90147257,-0.22664791
11,-0.9960611,0.21036538
12,0.19417179,-0.31482235
13,-0.58510613,-0.06840652
14,-0.20508863,-0.15927374
15,-0.1292423,-0.10136816
16,1.2579275,-0.3062379
17,0.9931264,-0.4260868
18,1.0916166,-0.041739583
19,-0.28477752,-0.31481686
20,-0.81191826,-0.32370326
21,0.61075556,-0.2508881
22,0.64993465,-0.11759037
23,-0.8842157,-0.25807726
24,0.7325064,-0.42905518
25,1.5990382,-0.37677678
26,0.34105846,0.60582775
27,-0.55512536,-0.3790997
28,-0.09993338,-0.4261934
29,-2.8605971,0.6023227
30,2.2946386,0.5510625
31,2.0505877,0.26441133
32,-1.2945622,0.0957015
33,1.4305091,0.37371367
34,0.13016151,-0.101606995
35,0.029670909,0.024507314
36,1.1054043,0.08217499
37,-0.45563418,-0.049299836
38,-0.79730916,-0.06293449
39,-0.7475424,-0.34591213
40,0.9103731,-0.6440325
41,-0.15943047,-0.389002
42,-0.48236212,-0.52311504
43,0.8156043,-0.6277566
44,-0.7333306,-0.46397588
45,-3.7534976,0.8377955
46,0.074318156,-0.29353663
47,1.2017345,-0.21631795
48,0.89207566,-0.16359946
49,0.7359834,-0.16059986
50,-0.110153876,-0.3012608
51,0.8003731,-0.3862308
52,-0.85961115,-0.2213805
53,0.2283271,-0.5458516
54,-1.2557977,0.13806075
55,0.82914996,-0.35097405
56,0.05633326,-0.6030929
57,-0.19675101,-0.5598717
58,-1.1356025,-0.29603657
59,1.0880228,-0.4573849
60,-0.31080952,-0.6739088
61,0.2921022,-0.591655
62,-0.33369562,-0.6319313
63,-0.8696692,-0.32033738
64,-0.19515273,-0.44261876
65,0.3530904,-0.6268871
66,0.72979844,-0.6571511
67,0.73023367,-0.23147991
68,-0.9832784,-0.33216634
69,0.3318986,-0.44218227
70,-0.18776736,-0.39359257
71,0.27487284,-0.08764857
72,0.6478759,-0.17244172
73,-0.07381684,-0.39477357
74,-0.43273193,-0.32253525
75,-0.80130076,-0.42794743
76,0.54893076,-0.4234917
77,-0.56510615,-0.36632445
78,0.16915426,-0.38409773
79,0.83814454,-0.40674195
80,0.19047627,-0.30064073
81,0.40211883,-0.44746223
82,0.89808035,-0.34508952
83,0.36045477,-0.24858308
