id,Y1,Y2
1,0.51096433,-0.23241857
2,-0.1374037,-0.4136891
3,-0.1684781,-0.22745112
4,-0.33612138,-0.13606504
5,-0.96050847,-0.028461695
6,0.426534,-0.09979677
7,1.2499852,-0.004237354
8,-0.13525328,-0.32966354
9,-0.7538129,-0.121649355
10,-1.1455655,-0.24727806
11,-1.319623,0.3000088
12,0.24712509,-0.28298172
13,-0.77353436,0.025808454
14,-0.16270202,-0.24943718
15,-0.15748015,-0.1406255
16,1.5941892,-0.082826495
17,0.9759329,-0.40278456
18,1.1837754,-0.21790436
19,-0.4705862,-0.1937693
20,-0.7935252,-0.25574204
21,0.9610581,-0.29718974
22,0.8723915,-0.23325023
23,-0.8643068,-0.30726174
24,0.9150267,-0.4845421
25,1.4875586,-0.19133785
26,1.0097916,0.62412095
27,-0.75949454,-0.16853169
28,-0.4102768,-0.28267518
29,-2.9031389,1.5905334
30,2.2928166,0.8775655
31,2.9029162,0.943599
32,-1.3925374,0.6435751
33,1.2703738,-0.08508393
34,1.0971951,0.24664459
35,-0.23597515,0.23291235
36,0.9304225,0.14688945
37,-0.55583054,-0.027285576
38,-0.33867657,-0.16946235
39,-0.49232566,-0.05408725
40,1.3609474,-0.15495065
41,-0.757415,-0.1609101
42,-0.439188,-0.14239964
43,1.0633898,-0.29686216
44,-0.47661364,-0.2801356
45,-2.4018605,0.20146775
46,0.13364398,-0.05071181
47,1.6130884,-0.09728217
48,0.72472996,-0.4336634
49,0.51098645,-0.39661792
50,-0.37759817,-0.4218664
51,0.5216882,-0.5037136
52,-1.3000212,-0.26493284
53,-0.22898693,-0.4990988
54,-1.3501949,0.023259789
55,0.97569734,-0.33146003
56,0.57305545,-0.5161575
57,-0.11879301,-0.6919006
58,-1.3457994,-0.15326503
59,1.1034503,-0.5251664
60,-0.131049,-0.39365777
61,0.28961658,-0.48262307
62,-0.3309826,-0.49524584
63,-0.80135524,-0.34392068
64,-0.25706923,-0.33500007
65,0.15104634,-0.54113925
66,0.5839619,-0.5317824
67,0.7269141,-0.35562858
68,-0.80032754,-0.21517769
69,0.5790537,-0.42234388
70,0.17239493,-0.4180682
71,0.20320994,-0.16509625
72,0.8528926,-0.36058977
73,0.20514268,-0.3980945
74,-0.2274098,-0.20191053
75,-0.5907737,-0.3125929
76,0.77863115,-0.3840212
77,-0.7133648,-0.27871212
78,0.54759705,-0.49940887
79,0.99961287,-0.53175926
80,0.33436066,-0.43908307
81,0.48405296,-0.5311775
82,0.94255143,-0.38829395
83,0.49315566,-0.38168648
84,-0.46617377,-0.16795853
85,-0.20825514,-0.42040607
86,0.11449206,-0.5751325
87,-0.12484032,-0.46934268
88,0.39089048,-0.5542767
89,0.69624966,-0.57691216
90,0.038550317,-0.49267188
91,0.6409407,-0.52903855
92,0.69208914,-0.27929756
93,-0.65402055,-0.40964165
94,-0.76446444,-0.36971894
95,0.26003444,-0.48594794
96,0.7219079,-0.43983397
97,1.0858719,-0.44931766
98,0.27024144,-0.40073922
99,0.10669267,-0.3805838
100,-0.19773282,-0.3905215
101,0.4329518,-0.36490712
102,-0.33900505,-0.32644388
103,1.5071924,-0.2524704
104,1.8328009,-0.123440325
105,0.12529296,0.08280793
106,1.1855505,0.009149492
107,0.0036203563,0.06514862
108,0.38708305,-0.21826348
109,0.5937601,-0.29759482
110,0.21532571,-0.48140475
111,-0.65922105,-0.040652245
112,0.35680205,-0.28123447
113,-1.1161907,0.09682706
114,-0.49544853,-0.17613116
115,-0.50339335,0.15552023
116,-0.07162967,-0.23450175
117,-0.63346,-0.0048513412
118,0.15231973,-0.44849214
119,1.1074154,-0.45996335
120,-0.33129328,-0.20117477
121,-1.2656438,-0.04494223
122,0.27655542,-0.20024422
123,0.7768709,-0.2656919
124,0.15038687,-0.4354721
125,0.20142579,0.018308163
126,-0.1848212,0.05007434
127,-3.4949179,1.9598978
128,0.37656146,0.21872827
129,1.7345996,0.31895426
130,1.5957482,0.34955618
131,2.3935363,0.30569106
132,-0.7664989,1.4816829
133,1.1122713,0.39433137
134,-0.055024266,0.16909863
135,-0.9517919,0.37482977
136,-0.80735946,0.06556964
137,-0.059540838,-0.034397006
138,0.41717976,-0.2750691
139,-0.20302448,0.0014937222
140,-0.26980668,-0.2912151
141,-0.13766858,-0.25892696
142,-0.08173466,-0.26686463
143,-1.2013191,0.10272691
144,0.06453684,-0.17898783
145,0.67736024,-0.31265518
146,-0.21189924,-0.22502193
147,0.044219702,-0.4258497
148,-0.8814976,-0.34704575
149,0.40249896,-0.367027
150,0.12348342,-0.3770087
151,-0.018645078,-0.3826411
152,-0.68299615,-0.16477606
153,0.4453854,-0.6048316
154,1.0667531,-0.42206845
155,0.46097708,-0.45992097
156,-0.31991303,-0.5364121
157,0.43226993,-0.39586982
158,-0.5355819,-0.6843542
159,0.59989876,-0.39468554
160,-0.06839475,-0.506063
161,0.025068313,-0.39818427
162,-0.5074553,-0.43826076
163,-0.6243001,-0.21826795
164,1.3626697,-0.40804425
165,-0.11294925,-0.36759385
166,-0.4296179,-0.41708192
167,-0.64714974,-0.23164538
168,-0.32428703,-0.3310887
169,-0.06735161,-0.3404797
170,-0.4348009,-0.2391825
171,-0.7175462,-0.12143189
172,0.16266733,-0.37295607
173,1.0168612,-0.20958242
174,-0.3122962,-0.31049976
175,-2.248364,0.4593361
176,0.42155308,-0.14626375
177,-0.39130187,-0.2867839
178,0.2894259,-0.40484795
179,1.0994289,-0.30756322
180,-0.15178978,-0.4786674
181,-0.26755035,-0.23755309
182,-0.27364373,-0.4674076
183,0.7544908,-0.40736017
184,-0.014680743,-0.45901135
185,-0.8044114,-0.30219033
186,0.73229927,-0.40632465
187,-1.2495271,-0.2186614
188,-0.86651516,-0.09898165
189,0.12665594,-0.35305223
190,-0.7169575,-0.1354008
191,0.1616242,-0.26262864
192,0.6788041,-0.26746836
193,0.68907946,-0.35088184
194,-1.1909757,-0.1109274
195,0.24973083,-0.5030316
196,0.36715782,-0.32956985
197,0.7408915,-0.17498824
198,0.76129097,-0.2418634
199,-0.070069164,-0.3825707
200,1.3928275,-0.23842505
201,0.31129313,-0.30459705
202,-0.18721274,-0.50914
203,2.6631866,0.04814574
204,-0.7743689,0.10218561
205,-0.24017392,-0.29959843
206,0.29428,-0.44156042
207,0.33719188,-0.26235196
208,0.12430632,-0.36885008
209,-0.4461255,-0.2859201
210,-0.53940713,-0.41500208
211,0.3378197,-0.39395395
212,-0.07187435,-0.5626129
213,-0.32726687,-0.44155362
214,-0.6716632,-0.4342803
215,0.5103665,-0.2032955
216,-0.9569657,-0.16706029
217,1.8055079,-0.09168017
218,0.85162,-0.4101629
219,-1.2038014,0.004090786
220,-0.83719087,-0.2809364
221,3.1498344,0.3301697
222,-0.6674949,0.6808039
223,0.23240238,0.36049378
224,1.0325027,0.1157918
225,-0.47294828,-0.2898253
226,0.9279385,-0.15797237
227,1.4220152,0.66409326
228,0.9273862,0.5525476
229,3.05803,3.505426
230,-1.6446557,3.5088851
231,0.94865173,1.051797
232,0.058241963,0.23348598
233,-0.33692205,0.3431037
234,0.12287563,0.23984353
235,0.69840056,0.705361
236,-2.1437917,0.6981394
237,-0.8557143,0.4139521
238,0.23453653,-0.047631264
239,-0.14297998,-0.33954957
240,-0.59075016,-0.387674
241,1.3400908,-0.30775037
242,-0.84105724,-0.33418247
243,0.2656526,-0.510023
244,0.17159075,-0.3766285
245,0.25601733,-0.4749917
246,1.4925361,-0.18728557
247,3.0054104,1.8336297
248,-6.173723,7.3273783
249,-2.7777348,2.588493
250,1.0637555,1.1172001
251,-4.6230507,2.4183116
252,0.21928972,0.12914939
253,0.6199716,-0.21513483
254,0.37782526,-0.13160202
255,-5.558531,3.5484579
256,-1.1262777,0.4543508
257,-4.66886,2.4842834
258,0.3580705,0.97253287
259,0.2861209,1.2224056
260,0.649288,0.437665
261,-0.2808109,0.5371687
262,-1.1073989,0.12341672
263,1.1993496,0.8174149
264,0.650027,0.23300594
265,1.2939091,0.18889983
266,0.29245472,-0.43068388
267,0.5146193,-0.17784324
268,0.31513858,-0.12229526
269,0.5167289,0.25061974
270,0.13651949,0.16377145
271,-0.03477794,0.067923725
272,-0.58364946,0.023916185
273,0.6120712,-0.12219331
274,0.62733346,-0.19566801
275,-1.2193553,-0.023582965
276,0.6122573,-0.21145341
277,-0.95064,-0.017506838
278,0.6580097,-0.20071396
279,0.049091905,-0.417487
280,-0.35761333,-0.3819876
281,1.8422973,-0.16682097
282,-0.36575633,-0.48945895
283,0.08077443,-0.5479876
284,-0.34927887,-0.28419742
285,0.13087076,-0.36924526
286,-0.87476945,-0.26594785
287,0.07251507,-0.34350088
288,-0.18668517,-0.20598951
289,-0.7650793,0.1024788
290,-0.7110545,-0.08391869
291,0.04397592,-0.11893219
292,1.143475,-0.09173635
293,-0.9779126,-0.033337682
294,0.79020065,-0.31815025
295,0.7276142,-0.19227192
296,-0.45314023,-0.011696637
297,0.42459744,-0.3082719
298,0.05529666,-0.28086814
299,-0.3184908,-0.18931201
300,0.0796746,-0.2152181
301,0.75560504,-0.3278742
302,-1.2755452,-0.09616503
303,0.2977764,-0.18543455
304,-1.605078,0.044814616
305,-0.09923044,-0.032587796
306,-0.97491395,0.053568333
307,0.88785464,0.009601951
308,-1.0604465,-0.011572748
309,0.4104296,-0.40917268
310,-0.44909474,-0.23524013
311,-0.02573046,-0.113713026
312,-2.054125,0.3033492
313,-2.1052127,1.1414329
314,-2.0324955,2.122363
315,0.104127765,0.413378
316,0.6835548,0.22013362
317,1.5065813,1.0109925
318,0.22059649,0.06830865
319,-3.0807,1.9733058
320,1.8984804,0.773941
321,-2.1250343,0.6784338
322,-1.5890999,1.2323973
323,1.3939309,0.5472063
324,0.69195086,-0.0643186
325,1.317158,0.19743155
326,0.01886046,-0.06269145
327,0.48682088,0.1353084
328,0.7080175,-0.25911865
329,-1.0916536,-0.1073263
330,-0.76216066,-0.1180442
331,0.46675652,-0.39008567
332,-0.19648565,-0.37083122
333,1.4389026,-0.2557496
334,-0.9596067,-0.24491957
335,-0.6951235,-0.35695657
336,0.5135207,-0.45960614
337,2.0836892,-0.034166962
338,-0.110672265,-0.010943443
339,0.67503434,-0.3610396
340,-1.2038351,-0.0153597
341,1.040719,-0.1569291
342,-0.7593723,-0.2557616
343,0.29678494,-0.2710463
344,-1.0188345,-0.3280352
345,1.0912077,-0.24981931
346,1.0684838,-0.20369259
347,0.3675182,-0.27129188
348,0.23783213,-0.42535558
349,0.11102158,-0.49052688
350,1.2665799,-0.390053
351,-0.10543904,-0.17605057
352,-0.019597352,-0.4302223
353,0.16747636,-0.47722557
354,0.15423322,-0.48451486
355,-0.9367082,-0.2643244
356,0.89313716,-0.5170289
357,0.41308725,-0.46174017
358,1.1080687,-0.18790737
359,-0.61881834,-0.017783552
360,1.1901703,-0.2581468
361,-0.23499192,-0.34422478
362,-1.3206958,-0.21526822
363,0.8172111,-0.44554803
364,-0.28860855,-0.50848556
365,-0.6625707,-0.3173963
366,-1.4383852,0.16144525
367,2.0747292,-0.11810282
368,-0.4819569,-0.38916245
369,0.2947868,-0.5621588
370,-0.06413409,-0.46578434
371,-0.26496542,-0.44100997
372,0.5147982,-0.49360183
373,-0.408318,-0.43896464
374,0.535731,-0.5387931
375,-0.5387763,-0.35894713
376,0.5898859,-0.48110542
377,-0.36960047,-0.21966586
378,-0.08682433,-0.5229223
379,0.6661746,-0.32888028
380,1.2850811,-0.48557267
381,0.8849823,-0.44574305
382,0.19500315,-0.45919833
383,0.2996437,-0.23148003
384,0.13387305,-0.39099059
385,-0.73759055,-0.35683337
386,-0.32166082,-0.3464251
387,2.153275,-0.02496013
388,0.3860157,-0.2199057
389,0.53756684,-0.24594662
390,0.9559246,-0.032993376
391,0.75635177,0.11284199
392,0.18757343,-0.21034244
393,0.48920548,-0.3823001
394,-0.41095725,-0.1976752
395,0.018953115,-0.08322042
396,-0.19696602,-0.31148645
397,0.7027429,-0.2701219
398,0.13830727,-0.3435922
399,-3.1377847,1.1119355
400,-3.3039665,2.0745738
401,-1.0195217,0.3470754
402,-1.3928975,1.0432433
403,-1.4663274,0.45504236
404,-2.3539758,0.6230587
405,0.2810204,0.06930742
406,2.8307722,0.6636807
407,-0.45641991,0.04544586
408,0.22235066,-0.14592704
409,1.7163789,1.8223114
410,0.62410396,-0.19966462
411,0.11010808,0.2735883
412,-1.3751028,0.12574781
413,-0.9961051,0.38406858
414,3.9803874,1.2969359
415,-1.0651557,0.2944395
416,-0.09086704,0.28686514
417,-1.1503832,0.37308362
418,1.6193445,0.5498953
419,3.8699372,1.8201507
420,-1.3265882,1.0595453
421,-2.1077607,1.0150547
422,0.08123529,0.25912926
423,1.4287531,0.40597102
424,-1.8805611,0.29048556
425,0.26832098,0.03265074
426,1.052696,-0.36179146
427,-1.12316,0.09745568
428,1.2582169,-0.07991004
429,2.0756927,0.5500611
430,1.1880672,0.32831183
431,-1.4302013,0.33357525
432,0.029018104,-0.12331468
433,-0.27855217,-0.12622431
434,-0.038945347,-0.24675289
435,1.1937709,-0.36941692
436,-0.34120664,-0.35371038
437,0.13085788,-0.245904
438,-0.61084056,-0.4195089
439,-0.40232268,-0.30759594
440,-0.18015707,-0.48318365
441,1.1466811,-0.30188087
442,0.30107844,-0.4331182
443,0.36390013,-0.5636656
444,-0.3114261,-0.48754653
445,0.89367193,-0.40972063
