id,Y1,Y2
1,0.69873357,-0.18940966
2,-0.22498895,-0.521067
3,-0.16741794,-0.28320616
4,-0.3135241,-0.06885275
5,-0.7412982,-0.023188513
6,0.44376916,0.21630968
7,1.4833672,0.4287067
8,-0.26067418,-0.17993562
9,-0.63249385,-0.2067953
10,-1.1823367,-0.058516856
11,-1.4446075,1.1856575
12,-0.063556075,0.083358854
13,-0.8341117,0.40663698
14,-0.1865819,-0.19966868
15,0.11550967,-0.09674199
16,1.3548626,-0.15913709
17,1.0856316,-0.024626832
18,1.108904,0.19636342
19,-0.7520268,-0.20423111
20,-0.895448,-0.09330599
21,0.6164439,-0.14871898
22,1.1058766,0.28064546
23,-0.7823924,-0.24379076
24,0.9344034,-0.2983799
25,1.357208,0.5390827
26,1.8596039,2.6322358
27,-0.9717934,0.552147
28,-0.7072983,0.16406508
29,-3.3009608,1.4576877
30,2.5293844,1.754834
31,3.3849144,1.298425
32,-1.5882087,1.0180724
33,1.7115794,1.334687
34,1.3221453,1.0034984
35,-0.37508395,1.0449567
36,1.0538732,0.8208464
37,-0.91991544,0.15662044
38,-0.50020003,-0.07508949
39,-0.80907714,0.20501961
40,1.417879,-0.20886363
41,-0.837523,-0.33524317
42,-0.48871538,-0.11374563
43,1.138839,-0.31978917
44,-0.6200625,0.1010928
45,-2.8991666,0.8586338
46,0.4314884,0.5305384
47,1.2724018,0.07797299
48,0.6907631,0.16761133
49,0.7166843,0.22662735
50,-0.41802236,0.025147438
51,0.38338342,-0.17976509
52,-1.1193994,-0.32211667
53,-0.30914852,-0.4742463
54,-1.6327162,0.41090253
55,0.7751609,-0.3837068
56,0.5748327,-0.4091931
57,-0.20332943,-0.4912118
58,-1.5742546,-0.22991082
59,1.2790899,-0.40450683
60,-0.3242538,-0.5920906
61,0.22688642,-0.53665143
62,-0.30979148,-0.5870971
63,-1.0314996,-0.35727063
64,-0.32799026,-0.39586386
65,0.2211952,-0.4996906
66,0.5641902,-0.52541375
67,0.8981997,-0.0672448
68,-1.2765166,0.026646174
69,0.4371215,-0.40993288
70,-0.06044834,-0.2808189
71,0.009902185,0.25883245
72,0.8679373,-0.24031034
73,0.023937797,-0.25892144
74,-0.54471374,0.084168255
75,-0.66537046,-0.26617748
76,0.60904336,-0.22337547
77,-0.88585967,-0.33811232
78,0.3029648,-0.42482805
79,0.888828,-0.46785808
80,0.45554897,-0.29588088
81,0.4552809,-0.38846558
82,0.99713814,-0.11533028
83,0.39196172,-0.2715428
84,-0.6395121,-0.099204496
85,-0.4096624,-0.4830238
86,0.008148884,-0.48082566
87,-0.35684988,-0.5265408
88,0.45226985,-0.5462629
89,0.46334553,-0.5177397
90,-0.13371457,-0.39050174
91,0.6070963,-0.3649312
92,0.6106613,-0.09039141
93,-0.63631517,-0.51722926
94,-0.9352213,-0.53700125
95,0.29094404,-0.352064
96,0.71321344,-0.41113046
97,1.0918704,-0.2365396
98,0.18961054,-0.3241646
99,0.12285868,-0.31674522
100,-0.18695687,-0.3914074
101,0.32353413,-0.46924973
102,-0.3485634,-0.4456859
103,1.3799356,-0.08125892
104,2.639989,1.2839117
105,0.06850616,1.4193946
106,0.9539639,0.48715568
107,-0.18540335,0.9781139
108,0.111196436,0.003909994
109,0.32868204,-0.118492976
110,0.24317494,-0.2409053
111,-0.74248695,-0.051876765
112,0.33107013,-0.20009811
113,-1.4279962,0.6445289
114,-0.39707705,-0.09824361
115,-0.6803429,1.2989247
116,-0.056597993,0.046521712
117,-0.45899892,0.23329805
118,0.31357697,-0.10812949
119,1.0540301,0.14840597
120,-0.3822777,-0.027776852
121,-1.3331002,0.040376488
122,0.22229531,0.063061655
123,0.7706738,-0.16697606
124,0.30386358,-0.04159258
125,0.10127662,1.4000795
126,-0.47319803,0.5538655
127,-4.039564,3.7582302
128,0.5778457,1.8559027
129,2.1036363,0.9400211
130,2.0119324,1.3780472
131,3.0416853,1.9025761
132,-0.47214544,2.8362792
133,1.3763046,2.2988207
134,0.3132607,0.8621398
135,-0.94472986,0.9205337
136,-1.062193,0.21061832
137,0.12149189,0.2700382
138,0.60104364,0.30960488
139,-0.43858352,0.16116847
140,-0.3518056,0.062274445
141,0.030960416,-0.08404915
142,-0.05026909,-0.14806318
143,-1.2952477,-0.0023212247
144,0.18187201,-0.023362499
145,0.55155444,-0.32552245
146,-0.0093412865,-0.17652078
147,0.26848114,-0.26645
148,-0.91811055,-0.33076766
149,0.41140923,-0.34624487
150,0.15829027,-0.20173286
151,-0.026167156,-0.45115548
152,-0.9081764,-0.4612019
153,0.48977992,-0.49616385
154,1.3539253,0.124716386
155,0.52614665,-0.3458928
156,-0.57744026,-0.38062298
157,0.5565519,-0.50452054
158,-0.734382,-0.514184
159,0.8672942,-0.24728096
160,-0.15034355,-0.4374473
161,0.09878715,-0.35934377
162,-0.48065367,-0.42174485
163,-0.6657053,-0.27076775
164,1.0826392,-0.41458482
165,-0.14971498,-0.26820332
166,-0.37101084,-0.42747328
167,-0.42839542,-0.41657966
