id,Y1,Y2,id
5,-1.2813635,0.061370093,6.0
6,0.34195468,0.22834241,7.0
7,1.340595,0.274829,8.0
8,-0.2129239,-0.2511128,9.0
9,-0.8573329,-0.13321263,10.0
10,-1.4167403,-0.06549758,11.0
11,-1.3426281,0.7570681,12.0
12,0.13410914,0.0512839,13.0
13,-0.7582439,0.16084832,14.0
14,-0.29014188,0.01895741,15.0
15,-0.1264314,0.08379032,16.0
16,1.5918263,0.141853,17.0
17,1.1284223,0.0843821,18.0
18,1.1818966,0.34949505,19.0
19,-0.68363196,-0.10082598,20.0
20,-1.0047519,0.09413102,21.0
21,0.79870844,0.24073134,22.0
22,0.82946974,0.26751846,23.0
23,-0.9896535,-0.20942985,24.0
24,0.8735824,-0.12603307,25.0
25,2.0594807,1.3746784,26.0
26,2.0065606,2.677022,27.0
27,-0.6590075,1.235752,28.0
28,-0.83884543,0.55940694,29.0
29,-3.4501057,2.3654504,30.0
30,2.9757807,2.7351058,31.0
31,3.5230973,2.5542035,32.0
32,-1.5441034,1.8528163,33.0
33,1.5222884,2.006762,34.0
34,1.2592926,1.6263943,35.0
35,-0.27617702,1.2302034,36.0
36,0.81624573,0.82189196,37.0
37,-0.6786918,0.12990145,38.0
38,-0.5752198,-0.17299427,39.0
39,-0.39121315,-0.17731605,40.0
40,1.357167,-0.30017167,41.0
41,-0.84939164,-0.37830666,42.0
42,-0.40944347,-0.25596592,43.0
43,1.1907434,-0.30528337,44.0
44,-0.66789633,-0.013840195,45.0
45,-3.019789,0.8326191,46.0
46,0.12448993,0.5869651,47.0
47,1.8564636,0.21979496,48.0
48,0.98715514,0.03719682,49.0
49,0.47396585,-0.018792924,50.0
50,-0.4411731,-0.25627014,51.0
51,0.22817983,-0.42846662,52.0
52,-1.3783101,-0.43883657,53.0
53,-0.47936222,-0.4586279,54.0
54,-1.3774654,0.09022969,55.0
55,0.9540987,-0.36056486,56.0
56,0.59130114,-0.61702687,57.0
57,-0.35199395,-0.8143061,58.0
58,-1.419925,-0.42080358,59.0
59,0.85221297,-0.59966034,60.0
60,-0.14597951,-0.85046047,61.0
61,0.20571254,-0.8608479,62.0
62,-0.46716368,-0.9463717,63.0
63,-1.0769224,-0.51847667,64.0
64,-0.62437046,-0.5453174,65.0
65,0.11618471,-0.9767936,66.0
66,0.5297689,-0.86486894,67.0
67,0.5818926,-0.5147436,68.0
68,-0.9352981,-0.50945556,69.0
69,0.33692035,-0.62573147,70.0
70,-0.039186288,-0.4927785,71.0
71,0.1665995,-0.3013467,72.0
72,0.7447372,-0.4248206,73.0
73,0.08076547,-0.53573203,74.0
74,-0.40334168,-0.25554797,75.0
75,-0.6893675,-0.39042184,76.0
76,0.509004,-0.50185204,77.0
77,-0.78271717,-0.7017241,78.0
78,0.36103526,-0.76165855,79.0
79,0.73517215,-0.5933906,80.0
80,0.057985928,-0.5117703,81.0
81,0.16720645,-0.5755927,82.0
82,0.7205331,-0.42380163,83.0
83,0.37195346,-0.49301967,84.0
84,-0.5822067,-0.3697748,85.0
85,-0.33757183,-0.5132338,86.0
86,0.00053238496,-0.7068412,87.0
87,-0.21670215,-0.73296976,88.0
88,0.281656,-0.793484,89.0
89,0.42119506,-0.6224568,90.0
90,-0.11673458,-0.60914314,91.0
91,0.49393973,-0.5568424,92.0
92,0.5804512,-0.43533695,93.0
93,-0.8130762,-0.7228973,94.0
94,-0.9445572,-0.86134,95.0
95,0.10552575,-0.7207129,96.0
96,0.7245941,-0.6574889,97.0
97,1.1166911,-0.47233775,98.0
98,0.233053,-0.55985016,99.0
99,-0.04553632,-0.47366372,100.0
100,-0.33540604,-0.53384066,101.0
101,0.21882857,-0.56486905,102.0
102,-0.47538772,-0.37848812,103.0
103,1.322571,0.28001052,104.0
104,1.9037015,1.288769,105.0
